error_message,input_borough,input_hnum,input_street,uid
ADDRESS NUMBER OUT OF RANGE ,Bronx,236,BOWNE STREET,200671040
ADDRESS NUMBER OUT OF RANGE ,Bronx,1008,HAZEN STREET,200675233
ADDRESS NUMBER OUT OF RANGE ,Bronx,1392,SHAKESPEARE AVENUE,200679836
ADDRESS NUMBER OUT OF RANGE ,Bronx,1394,SHAKESPEARE AVENUE,200679845
ADDRESS NUMBER OUT OF RANGE ,Bronx,1398,SHAKESPEARE AVENUE,200679863
ADDRESS NUMBER OUT OF RANGE ,Bronx,1396,SHAKESPEARE AVENUE,200679854
ADDRESS NUMBER OUT OF RANGE ,Bronx,939,WASHINGTON AVENUE,200906083
ADDRESS NUMBER OUT OF RANGE ,Bronx,1840,EASTCHESTER ROAD,200680780
ADDRESS NUMBER OUT OF RANGE ,Bronx,1016,CITY ISLAND ROAD,200684606
ADDRESS NUMBER OUT OF RANGE ,Bronx,3536,MCOWEN AVENUE,200688309
ADDRESS NUMBER OUT OF RANGE ,Bronx,889,MORRIS AVENUE,200692134
ADDRESS NUMBER OUT OF RANGE ,Bronx,267,EAST 161 STREET,200692072
ADDRESS NUMBER OUT OF RANGE ,Bronx,887,MORRIS AVENUE,200692125
ADDRESS NUMBER OUT OF RANGE ,Bronx,893,MORRIS AVENUE,200692152
ADDRESS NUMBER OUT OF RANGE ,Bronx,214,EAST 135 STREET,200706450
ADDRESS NUMBER OUT OF RANGE ,Bronx,124,CLARKE PLACE,200718919
ADDRESS NUMBER OUT OF RANGE ,Bronx,1048,EDGEWATER ROAD,201007230
ADDRESS NUMBER OUT OF RANGE ,Bronx,2304,SOUTHERN BOULEVARD,200719632
ADDRESS NUMBER OUT OF RANGE ,Bronx,1535,JEROME AVENUE,200732822
'DR THEODORE KAZIMIROFF BO' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Bronx,2776,DR THEODORE KAZIMIROFF BO,200777597
ADDRESS NUMBER OUT OF RANGE ,Bronx,313,WEST 246 STREET,200781984
ADDRESS NUMBER OUT OF RANGE ,Bronx,890,EAGLE AVENUE,200754763
ADDRESS NUMBER OUT OF RANGE ,Bronx,937,EAST 224 STREET,200752284
ADDRESS NUMBER OUT OF RANGE ,Bronx,1521,JEROME AVENUE,200754754
ADDRESS NUMBER OUT OF RANGE ,Bronx,1788,LAFAYETTE AVENUE,200775394
ADDRESS NUMBER OUT OF RANGE ,Bronx,1790,LAFAYETTE AVENUE,200775385
ADDRESS NUMBER OUT OF RANGE ,Bronx,3193,THIRD AVENUE,200776776
ADDRESS NUMBER OUT OF RANGE ,Bronx,2118,ARTHUR AVENUE,200797218
ADDRESS NUMBER OUT OF RANGE ,Bronx,5104B,POST ROAD,200838406
ADDRESS NUMBER OUT OF RANGE ,Bronx,1568,ST PETERS AVENUE,200842491
ADDRESS NUMBER OUT OF RANGE ,Bronx,5,ANGELAS PLACE,200851195
ADDRESS NUMBER OUT OF RANGE ,Bronx,602,CLARENCE AVENUE,200842507
ADDRESS NUMBER OUT OF RANGE ,Bronx,1970,HUGHES AVENUE,200844658
ADDRESS NUMBER OUT OF RANGE ,Bronx,1,ANGELAS PLACE,200850891
ADDRESS NUMBER OUT OF RANGE ,Bronx,744,BRUSH AVENUE,200862888
ADDRESS NUMBER OUT OF RANGE ,Bronx,2338,SOUTHERN BOULEVARD,200868481
ADDRESS NUMBER OUT OF RANGE ,Bronx,2304,SOUTHERN BOULEVARD,200872868
ADDRESS NUMBER OUT OF RANGE ,Bronx,2934,BAISLEY AVENUE,200878336
ADDRESS NUMBER OUT OF RANGE ,Bronx,3990,CARPENTER AVENUE,200908410
ADDRESS NUMBER OUT OF RANGE ,Bronx,405,EAST TREMONT AVENUE,200908250
ADDRESS NUMBER OUT OF RANGE ,Bronx,3990,CARPENTER AVENUE,200908429
ADDRESS NUMBER OUT OF RANGE ,Bronx,4469,WHITE PLAINS ROAD,200979414
ADDRESS NUMBER OUT OF RANGE ,Bronx,1570,BOGART AVENUE,200983926
ADDRESS NUMBER OUT OF RANGE ,Bronx,1678,PELHAM PARKWAY SOUTH,200987281
ADDRESS NUMBER OUT OF RANGE ,Bronx,181,THROGGS NECK BOULEVARD,200991935
ADDRESS NUMBER OUT OF RANGE ,Bronx,4155,HILL AVENUE,200994380
ADDRESS NUMBER OUT OF RANGE ,Bronx,3401,BRUCKNER BOULEVARD,201000424
ADDRESS NUMBER OUT OF RANGE ,Bronx,3401,BRUCKNER BOULEVARD,201000415
'ST RAYMOND''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Bronx,2472,ST RAYMOND''S AVENUE,201004572
ADDRESS NUMBER OUT OF RANGE ,Bronx,2755,CROSS BRONX EXPRESSWAY,201003895
ADDRESS NUMBER OUT OF RANGE ,Bronx,1116,ADEE AVENUE,201034059
ADDRESS NUMBER OUT OF RANGE ,Bronx,3325B,PARKSIDE PLACE,201041906
ADDRESS NUMBER OUT OF RANGE ,Bronx,3325A,PARKSIDE PLACE,201041899
ADDRESS NUMBER OUT OF RANGE ,Bronx,18-01,HAZEN STREET,201042834
ADDRESS NUMBER OUT OF RANGE ,Bronx,1675,BURKE AVENUE,201052154
ADDRESS NUMBER OUT OF RANGE ,Bronx,1550,LAFAYETTE AVENUE,201051645
ADDRESS NUMBER OUT OF RANGE ,Bronx,2809,SEDGWICK AVENUE,201061714
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2625,WEST 20 STREET,301024834
ADDRESS NUMBER OUT OF RANGE ,Bronx,832,FOX STREET,201062884
ADDRESS NUMBER OUT OF RANGE ,Bronx,3111,WESTCHESTER AVENUE,201064677
ADDRESS NUMBER OUT OF RANGE ,Bronx,248,EAST 198 STREET,201067601
THIS STREET HAS NO ADDRESSES ,Staten Island,20,BRIGGINS LANE,520045558
THIS STREET HAS NO ADDRESSES ,Staten Island,30,BRIGGINS LANE,520045567
ADDRESS NUMBER OUT OF RANGE ,Bronx,2436,BEAUMONT AVENUE,201084664
ADDRESS NUMBER OUT OF RANGE ,Bronx,875,THIERIOT AVENUE,201100218
ADDRESS NUMBER OUT OF RANGE ,Bronx,3475,CANNON PLACE,201099774
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,957,OCEAN PARKWAY,301035252
ADDRESS NUMBER OUT OF RANGE ,Bronx,109,PEROT STREET,201104189
ADDRESS NUMBER OUT OF RANGE ,Bronx,869,CROTONA PARK NORTH,201108498
ADDRESS NUMBER OUT OF RANGE ,Bronx,2969,DECATUR AVENUE,201113570
ADDRESS NUMBER OUT OF RANGE ,Bronx,1132,REVERE AVENUE,201114613
ADDRESS NUMBER OUT OF RANGE ,Bronx,602,WALES AVENUE,201122481
ADDRESS NUMBER OUT OF RANGE ,Bronx,1111,UNDERHILL AVENUE,201129769
ADDRESS NUMBER OUT OF RANGE ,Bronx,1664,OHM AVENUE,210004252
ADDRESS NUMBER OUT OF RANGE ,Bronx,2168,ST RAYMOND AVENUE,210000194
ADDRESS NUMBER OUT OF RANGE ,Bronx,64,WILLIS AVENUE,210025202
ADDRESS NUMBER OUT OF RANGE ,Bronx,62,WILLIS AVENUE,210025220
ADDRESS NUMBER OUT OF RANGE ,Bronx,2120,ARTHUR AVENUE,210036646
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1069,52 STREET,301021999
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,311,GATES AVENUE,301019092
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,496,BUSHWICK AVENUE,301023559
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2629,WEST 20 STREET,301025851
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2623,WEST 20 STREET,301025860
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,99,MASPETH AVENUE,301024264
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,957,OCEAN PARKWAY,301035243
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,14,BRIGHTON 4 PLACE,301050840
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,183,BAY 19 STREET,301050653
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,80,OCEANA DRIVE WEST,301050751
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2334,BOYNTON PLACE,301071649
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,193,FRANKLIN STREET,301070766
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,194A,MADISON STREET,301091066
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,609,SNEDIKER AVENUE,301099326
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,4717,17 AVENUE,301136991
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,4717,17 AVENUE,301136786
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2527,EAST 16 STREET,301174351
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,313,3 STREET,301190182
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,318,2 STREET,301190253
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,308,2 STREET,301190271
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2347,EAST 13 STREET,301192894
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,436,LEFFERTS AVENUE,301195285
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,237,4 AVENUE,301196809
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1607,ST JOHNS PLACE,301221283
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1124,41 STREET,301262764
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,615,COURT STREET,301247684
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1124,41 STREET,301262817
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,33,GREENPOINT AVENUE,301266788
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,661,64 STREET,301266662
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1496,SUTTER AVENUE,301269605
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1237,38 STREET,301273770
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,615,51 STREET,301275796
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,615,51 STREET,301275787
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,91A,KENT STREET,301289362
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2136,85 STREET,301293703
'PROSPECT PLAVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Brooklyn,948,PROSPECT PLAVE,301298655
'LEIF ERIKSON DRIVE' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. ,Brooklyn,3541,LEIF ERIKSON DRIVE,301317741
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1067,52 STREET,301320372
'LEIF ERIKSON DRIVE' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. ,Brooklyn,3543,LEIF ERIKSON DRIVE,301338577
'LEIF ERIKSON DRIVE' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. ,Brooklyn,3545,LEIF ERIKSON DRIVE,301338586
'MURTLE AVENUE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. ,Brooklyn,842,MURTLE AVENUE,301341812
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2133,BRIGHAM STREET,301366867
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,231,SKILLMAN AVENUE,301379915
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2201,CLARENDON ROAD,301383866
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2398,STILLWELL AVENUE,301394051
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,320,FREEMAN STREET,301396120
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,296,FREEMAN STREET,301396111
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,9925,SHORE ROAD,301409544
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,3312,CLARENDON ROAD,301415298
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,231,SKILLMAN AVENUE,301419472
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,231,SKILLMAN AVENUE,301419463
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,98,LIVONIA AVENUE,301431831
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2118,EAST 4 STREET,301436006
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2116,EAST 4 STREET,301436015
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,286,HART STREET,301492132
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1525,BEDFORD AVENUE,301501346
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,4085,NOSTRAND AVENUE,301517749
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,637,7 AVENUE,301518757
'EAST ELM STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES ,Brooklyn,1324,EAST ELM STREET,301529576
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,413,FLUSHING AVENUE,301534061
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,15,KANE STREET,301546593
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,52A,COVERT STREET,301564073
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1934,84 STREET,301568293
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,831,GATES AVENUE,301568774
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1934,84 STREET,301568300
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,5620,AVENUE U,301575070
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2532,TILDEN AVENUE,301575695
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2530,TILDEN AVENUE,301575686
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,646,ELDERTS LANE,301636004
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,644,ELDERTS LANE,301636013
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,640,ELDERTS LANE,301636031
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2445,EAST 28 STREET,301654181
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2445,EAST 28 STREET,301654190
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1655,EAST 2 STREET,301679299
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,6,BRIGHTON 8 PLACE,301680232
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1466,64 STREET,301683792
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,5802-4,AVENUE O,301744931
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1321,66 STREET,301789205
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,224,BUSHWICK AVENUE,301775808
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,389A,PALMETTO STREET,301780829
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,233,FRANKLIN AVENUE,301783229
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1736,81 STREET,301795957
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1378,DAHILL ROAD,301811207
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1378,DAHILL ROAD,301811216
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,204,8 STREET,301828636
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1129,STANLEY AVENUE,301852564
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,7624,BAY PARKWAY,301861126
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,322-324,DEAN STREET,301873907
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,179,BAY 19 STREET,301907952
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,22,COOK STREET,301889516
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,806,BEDFORD AVENUE,301898908
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1429,LORING AVENUE,301902074
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,9514,AVENUE M,301904358
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1556,WEST 3 STREET,301910546
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1573,WEST 7 STREET,301909219
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1832,BATH AVENUE,301911518
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,183,BAY 19 STREET,301911493
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1453-55,WEST 5 STREET,301929046
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1453-55,WEST 5 STREET,301929037
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1551,WEST 6 STREET,301929885
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,229,ROCKAWAY AVENUE,301967389
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1515,70 STREET,301966521
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,226,BUSHWICK AVENUE,301970446
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,3912,NEW UTRECHT AVENUE,301989542
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,795,BARBEY STREET,301995526
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,58,BRIGHTON 2 PATH,302006022
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,831,ERSKINE STREET,302008351
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,183,BATTERY AVENUE,302016002
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,5621,21 AVENUE,302016556
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,17,LAKE AVENUE,302028268
ADDRESS NUMBER OUT OF RANGE ,Bronx,2080,SEDGWICK AVE,220135798
ADDRESS NUMBER OUT OF RANGE ,Queens,110-12 REAR,14TH RD,421528387
ADDRESS NUMBER OUT OF RANGE ,Queens,59-36,157 STREET,410143786
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2537,86TH STREET,320117878
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2537,86TH STREET,320117887
ADDRESS NUMBER OUT OF RANGE ,Manhattan,631,WEST 129TH ST,120297623
THIS STREET HAS NO ADDRESSES ,Staten Island,10,WAHLER PLACE,520036087
ADDRESS NUMBER OUT OF RANGE ,Manhattan,638,WEST 131ST,120482316
ADDRESS NUMBER OUT OF RANGE ,Manhattan,646,WEST 131ST,120665912
ADDRESS NUMBER OUT OF RANGE ,Bronx,670,GRAND CONCOURSE,220130846
ADDRESS NUMBER OUT OF RANGE ,Manhattan,38,EAST 57TH ST,120766974
ADDRESS NUMBER OUT OF RANGE ,Manhattan,76,3 AVENUE,120870245
ADDRESS NUMBER OUT OF RANGE ,Manhattan,622,W 131 STREET,120925213
ADDRESS NUMBER OUT OF RANGE ,Manhattan,74,3RD AVENUE,120944185
ADDRESS NUMBER OUT OF RANGE ,Queens,135-21,78TH STREET,420559498
ADDRESS NUMBER OUT OF RANGE ,Queens,135-21,78TH STREET,420559504
ADDRESS NUMBER OUT OF RANGE ,Manhattan,406,WEST 42ND STREET,121447238
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,314 REAR,KENT AVE,320899701
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2413,OCEAN AVE,320898383
ADDRESS NUMBER OUT OF RANGE ,Staten Island,40 GARAGE,MURRAY STREET,520164713
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1100,ROCKAWAY AVE,320967673
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,262,KENT AVE,320827423
ADDRESS NUMBER OUT OF RANGE ,Staten Island,37,LEYDEN AVENUE,520200960
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,8REAR,EAST 4TH STREET,320934584
ADDRESS NUMBER OUT OF RANGE ,Manhattan,642,WEST 57TH STREET,122100742
ADDRESS NUMBER OUT OF RANGE ,Staten Island,864,TRAVIS AVENUE,520210174
ADDRESS NUMBER OUT OF RANGE ,Staten Island,373,SHARON AVENUE,520212868
ADDRESS NUMBER OUT OF RANGE ,Staten Island,426,GANSEVOORT BOULEVARD,520212920
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,45 REAR,MAUJER,321087961
SAPPHIRE STREET IS AN INVALID STREET NAME FOR THIS LOCATION ,Queens,133-22,SAPPHIRE STREET,421191454
ADDRESS NUMBER OUT OF RANGE ,Staten Island,247,BIDWELL,520254705
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,206 GAR,BAY 29 STREET,321135963
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,164,WEST STREET,302396262
ADDRESS NUMBER OUT OF RANGE ,Queens,209GAR,GREENWAY SOUTH,421226621
ADDRESS NUMBER OUT OF RANGE ,Bronx,240GARAGE,E 178TH STREET,220536472
ADDRESS NUMBER OUT OF RANGE ,Staten Island,314 GARAGE,POULTNEY STREET,520270590
'ST. MARY''S AVE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. ,Staten Island,37,ST. MARY''S AVE,520288992
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,14 A,MESEREAU COURT,321636431
ADDRESS NUMBER OUT OF RANGE ,Bronx,4410,3 AVENUE,220092744
ADDRESS NUMBER OUT OF RANGE ,Manhattan,620,WEST 131 ST,120925561
ADDRESS NUMBER OUT OF RANGE ,Manhattan,604,W 131 ST,120925570
ADDRESS NUMBER OUT OF RANGE ,Staten Island,1042,ANNADALE ROAD,520145566
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1776,PROSPECT PLACE,320831908
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1750,PROSPECT PLACE,320831917
ADDRESS NUMBER OUT OF RANGE ,Manhattan,608,WEST 57TH STREET,122109538
ADDRESS NUMBER OUT OF RANGE ,Queens,61-30,DOUGLASTON PKWY,402473701
ADDRESS NUMBER OUT OF RANGE ,Staten Island,33,DWARF STREET,510051079
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,636,PACIFIC STREET,320176563
ADDRESS NUMBER OUT OF RANGE ,Bronx,976 GAR,WOODYCREST AVE,220647478
ADDRESS NUMBER OUT OF RANGE ,Queens,53-22,37 STREET,420320414
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,741GAR,FENIMORE STREET,321727841
ADDRESS NUMBER OUT OF RANGE ,Staten Island,75 B,VANDERBILT AVENUE,520350897
ADDRESS NUMBER OUT OF RANGE ,Queens,150-04,115 DRIVE,420930005
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,235GAR,MARTENSE STREET,321775851
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,12,NEVINS ST,321202060
ADDRESS NUMBER OUT OF RANGE ,Staten Island,17 GARAGE,HAVEN ESPLANADE,520362429
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,3137,CHURCH AVENUE,321821427
ADDRESS NUMBER OUT OF RANGE ,Staten Island,3863,VICTORY BLVD,520352617
'BISTEST STREET' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. ,Manhattan,1,BISTEST STREET,188832622
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,914,HENDRIX PLACE,310231059
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,915,HENDRIX PLACE,310231166
ADDRESS NUMBER OUT OF RANGE ,Queens,183-11GAR,73 AV,421717280
ADDRESS NUMBER OUT OF RANGE ,Queens,7336 GARAGE,179 STREET,421719750
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,114,BAY 13 STREET,320269311
ADDRESS NUMBER OUT OF RANGE ,Queens,89-02,METROPOLITAN AVE,420870622
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,197 REAR,22 STREET,321107565
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,342 GARAGE,RUTLAND ROAD,321535193
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,374,GROVE STREET,321744109
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2458 REAR,E 15 ST,321772480
ADDRESS NUMBER OUT OF RANGE ,Queens,132-24,POPLE AVENUE,402675510
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,318,BERGEN STREET,302402736
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,172,NASSAU STREET,302402816
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,172,NASSAU STREET,302402807
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,513,FLUSHING AVENUE,302401728
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,511,FLUSHING AVENUE,302401719
ADDRESS NUMBER OUT OF RANGE ,Queens,73-02REAR,DITMARS BLVD,402676671
ADDRESS NUMBER OUT OF RANGE ,Queens,73-06,DITMARS BLVD,402676653
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,186,NOLL STREET,302401899
ADDRESS NUMBER OUT OF RANGE ,Manhattan,763,8 AVENUE,104939818
ADDRESS NUMBER OUT OF RANGE ,Queens,131-17,FOWLER AVENUE,402676957
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,1151,LORING AVENUE,302402040
ADDRESS NUMBER OUT OF RANGE ,Staten Island,39,CUBA AVENUE,500914665
ADDRESS NUMBER OUT OF RANGE ,Staten Island,289,SAND LANE,500914816
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,96,CONGRESS STREET,302403833
ADDRESS NUMBER OUT OF RANGE ,Queens,24-01,JACKSON AVENUE,402678731
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,192,HARRISON AVENUE,302405494
ADDRESS NUMBER OUT OF RANGE ,Queens,100-12,39 AVENUE,402679053
ADDRESS NUMBER OUT OF RANGE ,Queens,3020,29 STREET,402679080
ADDRESS NUMBER OUT OF RANGE ,Queens,30-20,29 STREET,402678928
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,771,57 STREET,302405662
ADDRESS NUMBER OUT OF RANGE ,Bronx,3244,SCHLEY AVENUE,210050923
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,195,FLATBUSH AVENUE,302404217
ADDRESS NUMBER OUT OF RANGE ,Queens,25-34,30 DRIVE,402680461
ADDRESS NUMBER OUT OF RANGE ,Manhattan,942,CRAIG ROAD NORTH,104945810
ADDRESS NUMBER OUT OF RANGE ,Manhattan,944,CRAIG ROAD NORTH,104945801
ADDRESS NUMBER OUT OF RANGE ,Manhattan,293,COMFORT ROAD,104944045
THIS STREET HAS NO ADDRESSES ,Manhattan,711,DIVISION ROAD,104945829
ADDRESS NUMBER OUT OF RANGE ,Manhattan,950,CRAIG ROAD NORTH,104945776
ADDRESS NUMBER OUT OF RANGE ,Manhattan,956,CRAIG ROAD NORTH,104945749
ADDRESS NUMBER OUT OF RANGE ,Manhattan,946,CRAIG ROAD NORTH,104945794
ADDRESS NUMBER OUT OF RANGE ,Manhattan,308,EAST 2 STREET,104946196
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,569,BUSHWICK AVENUE,302409150
ADDRESS NUMBER OUT OF RANGE ,Queens,41-42,72 STREET,402681656
ADDRESS NUMBER OUT OF RANGE ,Manhattan,305,EAST 50 STREET,104946338
ADDRESS NUMBER OUT OF RANGE ,Manhattan,859,LEXINGTON AVENUE,110212305
ADDRESS NUMBER OUT OF RANGE ,Queens,122-60,SPRINGFIELD BLVD.,410131566
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2516,ATLANTIC AVENUE,310164238
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,2912,86 STREET,310174806
ADDRESS NUMBER OUT OF RANGE ,Manhattan,117,CONVENT AVENUE,110305991
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,455,SMITH STREET,310279908
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,11,SEABRING STREET,310182851
ADDRESS NUMBER OUT OF RANGE ,Queens,2619,28 STREET,410159117
ADDRESS NUMBER OUT OF RANGE ,Manhattan,126,WEST 23RD ST,110280017
ADDRESS NUMBER OUT OF RANGE ,Bronx,1752,MERRILL STREET,210072240
