error_message,input_borough,input_hnum,input_street,uid
"THIS STREET HAS NO ADDRESSES ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,325,NURSERY PATH,520329207
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,255,AVIDITA PLACE,520267292
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,445,FOURBERIE LANE,520266532
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,2872A,86 STREET,301105337
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1661,BURKE AVENUE,201052181
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Bronx,3830,RIVERDALE AVENUE,200940027
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1453,BAY SHORE AVENUE,200995174
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,813A,GARRISON AVENUE,201038643
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1130,REVERE AVENUE,201114604
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,186,BAY 54 STREET,300999098
DUPLICATE ADDRESS-USE CENTER DRIVE DOUGLASTON OR CENTER DRIVE MALBA ,Queens,11,CENTER DRIVE,420606632
THIS STREET HAS NO ADDRESSES LOT HAS MORE ITEMS THAN LISTED,Staten Island,68,BELLE DRIVE,500691799
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS. ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,2707,BRIARKIM COURT,401721160
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,2524,ROBIN ROAD,402021423
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND TPAD BBL USED, NO EXISTING PAD BBL",Manhattan,102,RANDALLS ISLAND,104854711
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1671,BURKE AVENUE,201052163
ADDRESS NUMBER OUT OF RANGE ,Brooklyn,41,BAY 54 STREET,301070230
'BISTEST ST' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. 'BISTEST ST' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.,Manhattan,1,BISTEST ST,166001357
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,144-40,177 PLACE,410035867
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,80,SPANISH COLONY,500434078
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,27,MARINO BLVD,500442032
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Manhattan,1,TEST STREET,127000298
ADDRESS NUMBER OUT OF RANGE ,Staten Island,99,VAN NAME AVENUE,520087575
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Manhattan,1,TEST STREET,150000030
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,15,EAST 1 ROAD,420908986
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Queens,51-111,MANILLA STREET,421147271
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,4-20,44 AVENUE,402073448
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,11,MACKAY AVENUE,500567308
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1040,EDGEWATER ROAD,201007249
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1042,EDGEWATER ROAD,201007221
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,1033,GARDEN COURT,402533415
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,11,OSPREY COURT,520363080
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-25,SPRING HILL LANE,401952703
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,12,TUPELO COURT,520273267
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Brooklyn,65,PRIVATE DRIVE,320909996
'VILLAGE LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'VILLAGE LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Queens,1720,VILLAGE LANE,420663589
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Queens,139-22,ATLANTIC AVE,421229799
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,2036,ESPLANADE,200853344
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Bronx,911,PIERCE AVE,220614173
THIS STREET HAS NO ADDRESSES ,Staten Island,11,FAIRMOUNT AVE,520358354
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-49,SPRING HILL LANE,401952785
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,29,MACKAY AVENUE,500567264
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,116-06,EVERITT PLACE,421100515
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,614,PACIFIC STREET,302311987
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1280,ST MARK''S AVENUE,302347093
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1276,ST MARK''S AVENUE,302347075
'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARK''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,1274,ST MARK''S AVENUE,302347066
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,1315,SEABURY AVENUE,200659581
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,2371,EXTERIOR STREET,200874036
'BISTEST ST' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. 'BISTEST ST' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.,Manhattan,1,BISTEST ST,166001295
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,151-49,JUNIPER DRIVE,421635109
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Staten Island,502,MELBA STREET,520366693
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,143A,GENERAL BERRY ROAD,402387564
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,26,MARINO BLVD,500434363
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,559,BRONX RIVER AVENUE,200861754
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,551,BRONX RIVER AVENUE,200861718
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,553,BRONX RIVER AVENUE,200861727
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,555,BRONX RIVER AVENUE,200861736
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,557,BRONX RIVER AVENUE,200861745
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,565,BRONX RIVER AVENUE,200861781
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,308,SEASIDE AVENUE,401301471
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,320,SEASIDE AVENUE,401302719
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,316,SEASIDE AVENUE,401302700
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,322,SEASIDE AVENUE,401302728
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,334,SEASIDE AVENUE,401302746
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,326,SEASIDE AVENUE,401302737
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND INPUT IS NON-ADDRESSABLE PLACE NAME (NAP) - ADDRESS NUMBER IGNORED",Queens,34-05,UNION STREET,401579653
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,151-49,JUNIPER DRIVE,421624380
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,29-29A,FAR ROCKAWAY BOULEVARD,401095033
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,61-30,VAN WYCK EXPRESSWAY,401107057
IN  278 SR IS AN INVALID STREET NAME FOR THIS LOCATION IN  278 SR IS AN INVALID STREET NAME FOR THIS LOCATION,Queens,23-21,IN 278.SR,401649793
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,32-17,LINDEN BLVD,401730800
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,133-38,STONE RIDGE LANE,401952810
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,2619,WEST 20 STREET,301021533
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,1041,GARDEN COURT,402533451
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,41-18,217 STREET,402010417
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,36,WALTON AVENUE,500567415
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Brooklyn,491,SCHROEDERS AVENUE,321187773
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS. ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,7420,BURCHELL AVENUE,402298232
"NON-ADDRESSABLE PLACE NAME, BRIDGE, TUNNEL OR MISC STRUCTURE NOT FOUND INPUT IS NON-ADDRESSABLE PLACE NAME (NAP) - ADDRESS NUMBER IGNORED",Queens,4518,UNION STREET,402371189
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,720,MORSE COURT,402425023
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,710,MORSE COURT,402424499
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,722,MORSE COURT,402425292
'BISTEST STREET' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. 'BISTEST STREET' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.,Manhattan,1,BISTEST STREET,166003499
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,198-54,DUNTON AVENUE,402434692
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,172,CRISTOBAL LANE,500434381
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,63,MAJOR DEEGAN EXPRESSWAY,220008998
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,150-66,SULLIVAN DRIVE,421266427
DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON LOT HAS MORE ITEMS THAN LISTED,Queens,334,HILLSIDE AVE,420653796
"ADDRESS NUMBER OUT OF RANGE ADDRESS FOUND IN TPAD, NOT FOUND IN PAD",Bronx,2106,POWELL AVENUE,220516163
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,18-52,BAY LANE,421543075
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Staten Island,379,FOURBERIE LANE,520266765
"ADDRESS NUMBER OUT OF RANGE TPAD BBL USED, NO EXISTING PAD BBL",Queens,194-06,DUNTON AVENUE,421469654
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, NO EXISTING PAD BBL",Queens,62-32,HILLMEYER ROAD,421423775
ADDRESS NUMBER OUT OF RANGE INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,317,HAROLD AVENUE,520353894
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,2621,WEST 20 STREET,301011848
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,100,BENEDET CIRCLE,500413554
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,8,GARRAYS CIRCLE,500413572
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,7,MARINO BLVD,500413616
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,18,MARINO BLVD,500413625
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,179,CRISTOBAL LANE,500413652
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,96,BENEDET CIRCLE,500413661
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,21,MARINO BLVD,500434158
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,210,GARRAYS CIRCLE,500434201
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,112,BENEDET CIRCLE,500434256
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,9,MARINO BLVD,500434283
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,12,MARINO BLVD,500434345
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,14,MARINO BLVD,500434336
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,175,CRISTOBAL LANE,500434327
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,32,MARINO BLVD,500434354
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,5,MARINO BLVD,500434372
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,97,SPANISH COLONY,500434407
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,96,SPANISH COLONY,500434416
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,173,CRISTOBAL LANE,500434390
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,93,SPANISH COLONY,500434434
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,78,SPANISH COLONY,500434425
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,3-47,WHITESTONE CIRCLE,402629599
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-31,JEWELS ROAD,402629116
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-58,JEWELS ROAD,402629802
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-46,JEWELS ROAD,402631559
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-26,JEWELS ROAD,402631504
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-42,JEWELS ROAD,402631540
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,150-50,JEWELS ROAD,402631568
DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON LOT HAS MORE ITEMS THAN LISTED,Queens,305,HILLSIDE AVENUE,410013685
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,40,TENNYSON DRIVE,500342523
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,94A,BENEDET CIRCLE,500413493
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,104,BENEDET CIRCLE,500413509
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,302,RICHMOND AVENUE,500420412
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,498,MERRILL AVENUE,500420421
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,474,MERRILL AVENUE,500424686
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,474,MERRILL AVENUE,500424677
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,214,GARRAYS CIRCLE,500434185
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,20,ROBINSON BEACH,500861114
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,17,ROBINSON BEACH,500861123
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,110,BENEDET CIRCLE,500434014
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,226,GARRAYS CIRCLE,500434041
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,126,FERNANDEZ LANE,500434032
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Staten Island,120,BENEDET CIRCLE,500434023
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,405,FATHER CAPODANO BOULEVARD,500439554
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,895,FATHER CAPODANO BOULEVARD,500436316
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,415,FATHER CAPODANO BOULEVARD,500439509
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,270,MADISON AVENUE,500459452
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,10,GALLANT COURT,500476834
'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST MARY''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,209,ST MARY''S AVENUE,500501806
'MITHCEL LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'MITHCEL LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Staten Island,31,MITHCEL LANE,500502048
'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANO BOULEVARD' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,600,FATHER CAPODANO BOULEVARD,500513045
'VIRGINIA AAVE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES. 'VIRGINIA AAVE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.,Staten Island,122,VIRGINIA AAVE,500556052
'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES. 'FATHER CAPODANNO BOULEVAR' NOT RECOGNIZED. THERE ARE 004 SIMILAR NAMES.,Staten Island,875,FATHER CAPODANNO BOULEVAR,500794704
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,7,RICHMOND AVENUE,500855728
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,7,RICHMOND AVENUE,500855719
INDUSTRIAL LOOP WEST IS AN INVALID STREET NAME FOR THIS LOCATION INDUSTRIAL LOOP WEST IS AN INVALID STREET NAME FOR THIS LOCATION,Staten Island,574,INDUSTRIAL LOOP WEST,510027356
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,828,GREENWOOD COURT,410079196
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,830,GREENWOOD COURT,410079089
DUPLICATE ADDRESS-USE HILLSIDE AVENUE ROCKAWAYS OR HILLSIDE AVENUE DOUGLASTON LOT HAS MORE ITEMS THAN LISTED,Queens,331,HILLSIDE AVENUE,410094776
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,60,BLACKHORSE COURT,510033820
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,3280,MIDDLETOWN ROAD,210051799
'BOGUS LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES. 'BOGUS LANE' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.,Manhattan,1,BOGUS LANE,199990002
'ST GEORGE''S CRESCENT' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST GEORGE''S CRESCENT' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,186,ST GEORGE''S CRESCENT,210062215
ADDRESS NUMBER OUT OF RANGE LOT HAS MORE ITEMS THAN LISTED,Staten Island,2802A,VICTORY BOULEVARD,510051435
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,1540,BEACH 28 ST,410156637
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Bronx,6000,PALISADE AVENUE,210070581
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,1,WAYNE COURT,500863666
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,2,WAYNE COURT,500863657
INDUSTRIAL LOOP ROAD EAST IS AN INVALID STREET NAME FOR THIS LOCATION INDUSTRIAL LOOP ROAD EAST IS AN INVALID STREET NAME FOR THIS LOCATION,Staten Island,28,INDUSTRIAL LOOP ROAD EAST,500905826
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,16,MAXMILLAN COURT,500907021
'ST. ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. ANN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Bronx,780,ST. ANN''S AVENUE,210077584
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Brooklyn,919,HENDRIX PLACE,310231184
THIS STREET HAS NO ADDRESSES THIS STREET HAS NO ADDRESSES,Queens,2516,ROBIN ROAD,402021441
'MASPETH' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES. 'MASPETH' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.,Queens,58-02,MASPETH,410201222
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Queens,23-30A,144TH STREET,410215805
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,128-75,FORTUNE WAY,410216886
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Queens,128-71,FORTUNE WAY,410217037
'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES 'TEST STREET' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES,Manhattan,1,TEST STREET,145147132
ADDRESS NUMBER OUT OF RANGE ADDR NUMBER ALTERED: HYPHEN INSERTED,Queens,6614,SURF AVENUE,410231850
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,1511,PINE COURT,420015940
"THIS STREET HAS NO ADDRESSES TPAD BBL USED, PAD PSEUDO-ADDRESS ON DIFFERENT BBL THAN TPAD NB BIN",Queens,1505,PINE COURT,420015986
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Queens,1514,PINE COURT,420015931
ADDRESS NUMBER OUT OF RANGE ADDRESS NUMBER OUT OF RANGE,Staten Island,31,SHIELDS PLACE,520012888
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,8,MAXMILLAN COURT,520013912
'ST. JOHN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. JOHN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,29,ST. JOHN''S AVENUE,520014537
'ST. PAUL''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST. PAUL''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,84,ST. PAUL''S AVENUE,520014485
THIS STREET HAS NO ADDRESSES ADDRESS NUMBER OUT OF RANGE,Staten Island,12,MAXMILLAN COURT,520019006
'ST JOHN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'ST JOHN''S AVENUE' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Staten Island,86,ST JOHN''S AVENUE,520021048
'OCEAN VIEW' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'OCEAN VIEW' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,412,OCEAN VIEW,320177688
'METROPOLITAN' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES. 'METROPOLITAN' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.,Brooklyn,284,METROPOLITAN,320199263
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,12,MISTY COURT,520047253
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,7,MISTY COURT,520047244
THIS STREET HAS NO ADDRESSES INPUT ADDRESS IS A PSEUDO-ADDRESS,Staten Island,14,TUPELO COURT,520048948
